Year,Week,Crop Type,Avg Market Price (RM/KG),Month
2016,21,HALIA MUDA,5.53,May
2016,21,KACANG BENDI,3.11,May
2016,21,KACANG BUNCIS,4.8,May
2016,21,KACANG PANJANG HIJAU,3.14,May
2016,21,KAILAN,2.85,May
2016,21,KANGKUNG,1.63,May
2016,21,KUBIS BULAT (TANAH TINGGI),1.77,May
2016,21,LABU MANIS,1.15,May
2016,21,LADA BENGGALA / CAPSICUM HIJAU,7.42,May
2016,21,LIMAU KASTURI,4.59,May
2016,21,LIMAU NIPIS,4.44,May
2016,21,PERIA,2.17,May
2016,21,SALAD BULAT TANAH TINGGI,3.88,May
2016,21,SAWI HIJAU (TANAH RENDAH),3.25,May
2016,21,TERUNG BULAT,2.14,May
2016,21,TERUNG PANJANG / PEPARU (TANAH RENDAH),2.54,May
2016,21,TIMUN HIJAU,1.64,May
2016,21,TOMATO (TANAH TINGGI),1.17,May
2016,22,BAYAM,1.72,May
2016,22,CILI HIJAU,8.87,May
2016,22,CILI MERAH KULAI / KULAI HIBRID,13.01,May
2016,22,CILI MERAH MINYAK,10.21,May
2016,22,CILI PADI,17.15,May
2016,22,DAUN SUP (TANAH TINGGI),7.26,May
2016,22,HALIA MUDA,5.13,May
2016,22,KACANG BENDI,2.82,May
2016,22,KACANG BUNCIS,4.74,May
2016,22,KACANG PANJANG HIJAU,2.96,May
2016,22,KAILAN,2.85,May
2016,22,KANGKUNG,1.49,May
2016,22,KUBIS BULAT (TANAH TINGGI),1.84,May
2016,22,LABU MANIS,1.21,May
2016,22,LADA BENGGALA / CAPSICUM HIJAU,6.56,May
2016,22,LIMAU KASTURI,4.68,May
2016,22,LIMAU NIPIS,5.14,May
2016,22,PERIA,2.19,May
2016,22,SALAD BULAT TANAH TINGGI,3.79,May
2016,22,SAWI HIJAU (TANAH RENDAH),2.71,May
2016,22,TERUNG BULAT,2.21,May
2016,22,TERUNG PANJANG / PEPARU (TANAH RENDAH),2.38,May
2016,22,TIMUN HIJAU,1.55,May
2016,22,TOMATO (TANAH TINGGI),1.73,May
2016,23,BAYAM,1.7,Jun
2016,23,CILI HIJAU,8.91,Jun
2016,23,CILI MERAH KULAI / KULAI HIBRID,12.97,Jun
2016,23,CILI MERAH MINYAK,10.64,Jun
2016,23,CILI PADI,16.55,Jun
2016,23,DAUN SUP (TANAH TINGGI),9.24,Jun
2016,23,HALIA MUDA,5.13,Jun
2016,23,KACANG BENDI,3.32,Jun
2016,23,KACANG BUNCIS,4.99,Jun
2016,23,KACANG PANJANG HIJAU,2.77,Jun
2016,23,KAILAN,2.91,Jun
2016,23,KANGKUNG,1.39,Jun
2016,23,KUBIS BULAT (TANAH TINGGI),1.99,Jun
2016,23,LABU MANIS,1.17,Jun
2016,23,LADA BENGGALA / CAPSICUM HIJAU,6.87,Jun
2016,23,LIMAU KASTURI,4.75,Jun
2016,23,LIMAU NIPIS,4.5,Jun
2016,23,PERIA,2.28,Jun
2016,23,SALAD BULAT TANAH TINGGI,4.08,Jun
2016,23,SAWI HIJAU (TANAH RENDAH),2.53,Jun
2016,23,TERUNG BULAT,2.14,Jun
2016,23,TERUNG PANJANG / PEPARU (TANAH RENDAH),2.49,Jun
2016,23,TIMUN HIJAU,1.48,Jun
2016,23,TOMATO (TANAH TINGGI),1.79,Jun
2016,24,BAYAM,1.8,Jun
2016,24,CILI HIJAU,8.68,Jun
2016,24,CILI MERAH KULAI / KULAI HIBRID,11.6,Jun
2016,24,CILI MERAH MINYAK,10.41,Jun
2016,24,CILI PADI,18.5,Jun
2016,24,DAUN SUP (TANAH TINGGI),9.17,Jun
2016,24,HALIA MUDA,5.13,Jun
2016,24,KACANG BENDI,3.3,Jun
2016,24,KACANG BUNCIS,4.43,Jun
2016,24,KACANG PANJANG HIJAU,2.66,Jun
2016,24,KAILAN,2.82,Jun
2016,24,KANGKUNG,1.29,Jun
2016,24,KUBIS BULAT (TANAH TINGGI),1.97,Jun
2016,24,LABU MANIS,1.24,Jun
2016,24,LADA BENGGALA / CAPSICUM HIJAU,7.07,Jun
2016,24,LIMAU KASTURI,4.78,Jun
2016,24,LIMAU NIPIS,5.05,Jun
2016,24,PERIA,2.18,Jun
2016,24,SALAD BULAT TANAH TINGGI,4.19,Jun
2016,24,SAWI HIJAU (TANAH RENDAH),2.54,Jun
2016,24,TERUNG BULAT,2.34,Jun
2016,24,TERUNG PANJANG / PEPARU (TANAH RENDAH),2.47,Jun
2016,24,TIMUN HIJAU,1.29,Jun
2016,24,TOMATO (TANAH TINGGI),1.91,Jun
2016,25,BAYAM,1.72,Jun
2016,25,CILI HIJAU,8.22,Jun
2016,25,CILI MERAH KULAI / KULAI HIBRID,10.87,Jun
2016,25,CILI MERAH MINYAK,9.36,Jun
2016,25,CILI PADI,18.41,Jun
2016,25,DAUN SUP (TANAH TINGGI),8.81,Jun
2016,25,HALIA MUDA,5.13,Jun
2016,25,KACANG BENDI,3.29,Jun
2016,25,KACANG BUNCIS,3.97,Jun
2016,25,KACANG PANJANG HIJAU,2.83,Jun
2016,25,KAILAN,3.0,Jun
2016,25,KANGKUNG,1.33,Jun
2016,25,KUBIS BULAT (TANAH TINGGI),1.73,Jun
2016,25,LABU MANIS,1.19,Jun
2016,25,LADA BENGGALA / CAPSICUM HIJAU,6.57,Jun
2016,25,LIMAU KASTURI,3.96,Jun
2016,25,LIMAU NIPIS,4.0,Jun
2016,25,PERIA,2.06,Jun
2016,25,SALAD BULAT TANAH TINGGI,3.72,Jun
2016,25,SAWI HIJAU (TANAH RENDAH),2.15,Jun
2016,25,TERUNG BULAT,2.67,Jun
2016,25,TERUNG PANJANG / PEPARU (TANAH RENDAH),2.37,Jun
2016,25,TIMUN HIJAU,1.13,Jun
2016,25,TOMATO (TANAH TINGGI),1.99,Jun
2016,26,BAYAM,1.72,Jun
2016,26,CILI HIJAU,7.69,Jun
2016,26,CILI MERAH KULAI / KULAI HIBRID,10.72,Jun
2016,26,CILI MERAH MINYAK,9.09,Jun
2016,26,CILI PADI,18.32,Jun
2016,26,DAUN SUP (TANAH TINGGI),7.68,Jun
2016,26,HALIA MUDA,5.13,Jun
2016,26,KACANG BENDI,3.36,Jun
2016,26,KACANG BUNCIS,3.83,Jun
2016,26,KACANG PANJANG HIJAU,2.58,Jun
2016,26,KAILAN,2.93,Jun
2016,26,KANGKUNG,1.39,Jun
2016,26,KUBIS BULAT (TANAH TINGGI),1.8,Jun
2016,26,LABU MANIS,1.23,Jun
2016,26,LADA BENGGALA / CAPSICUM HIJAU,6.35,Jun
2016,26,LIMAU KASTURI,4.42,Jun
2016,26,LIMAU NIPIS,4.64,Jun
2016,26,PERIA,2.17,Jun
2016,26,SALAD BULAT TANAH TINGGI,3.89,Jun
2016,26,SAWI HIJAU (TANAH RENDAH),2.09,Jun
2016,26,TERUNG BULAT,2.38,Jun
2016,26,TERUNG PANJANG / PEPARU (TANAH RENDAH),2.51,Jun
2016,26,TIMUN HIJAU,1.27,Jun
2016,26,TOMATO (TANAH TINGGI),2.27,Jun
2016,27,BAYAM,1.59,Jul
2016,27,CILI HIJAU,7.89,Jul
2016,27,CILI MERAH KULAI / KULAI HIBRID,10.73,Jul
2016,27,CILI MERAH MINYAK,8.84,Jul
2016,27,CILI PADI,18.23,Jul
2016,27,DAUN SUP (TANAH TINGGI),7.8,Jul
2016,27,HALIA MUDA,5.13,Jul
2016,27,KACANG BENDI,3.45,Jul
2016,27,KACANG BUNCIS,4.0,Jul
2016,27,KACANG PANJANG HIJAU,2.91,Jul
2016,27,KAILAN,3.24,Jul
2016,27,KANGKUNG,1.41,Jul
2016,27,KUBIS BULAT (TANAH TINGGI),1.68,Jul
2016,27,LABU MANIS,1.28,Jul
2016,27,LADA BENGGALA / CAPSICUM HIJAU,6.96,Jul
2016,27,LIMAU KASTURI,4.44,Jul
2016,27,LIMAU NIPIS,4.64,Jul
2016,27,PERIA,2.17,Jul
2016,27,SALAD BULAT TANAH TINGGI,3.74,Jul
2016,27,SAWI HIJAU (TANAH RENDAH),2.01,Jul
2016,27,TERUNG BULAT,2.34,Jul
2016,27,TERUNG PANJANG / PEPARU (TANAH RENDAH),2.49,Jul
2016,27,TIMUN HIJAU,1.48,Jul
2016,27,TOMATO (TANAH TINGGI),1.72,Jul
2016,28,BAYAM,1.55,Jul
2016,28,CILI HIJAU,7.24,Jul
2016,28,CILI MERAH KULAI / KULAI HIBRID,8.66,Jul
2016,28,CILI MERAH MINYAK,7.25,Jul
2016,28,CILI PADI,17.77,Jul
2016,28,DAUN SUP (TANAH TINGGI),6.68,Jul
2016,28,HALIA MUDA,5.05,Jul
2016,28,KACANG BENDI,3.31,Jul
2016,28,KACANG BUNCIS,3.86,Jul
2016,28,KACANG PANJANG HIJAU,2.66,Jul
2016,28,KAILAN,2.59,Jul
2016,28,KANGKUNG,1.39,Jul
2016,28,KUBIS BULAT (TANAH TINGGI),1.67,Jul
2016,28,LABU MANIS,1.26,Jul
2016,28,LADA BENGGALA / CAPSICUM HIJAU,6.52,Jul
2016,28,LIMAU KASTURI,4.47,Jul
2016,28,LIMAU NIPIS,3.75,Jul
2016,28,PERIA,2.07,Jul
2016,28,SALAD BULAT TANAH TINGGI,3.24,Jul
2016,28,SAWI HIJAU (TANAH RENDAH),1.85,Jul
2016,28,TERUNG BULAT,2.42,Jul
2016,28,TERUNG PANJANG / PEPARU (TANAH RENDAH),2.56,Jul
2016,28,TIMUN HIJAU,1.26,Jul
2016,28,TOMATO (TANAH TINGGI),1.61,Jul
2016,29,BAYAM,1.61,Jul
2016,29,CILI HIJAU,5.5,Jul
2016,29,CILI MERAH KULAI / KULAI HIBRID,6.3,Jul
2016,29,CILI MERAH MINYAK,5.82,Jul
2016,29,CILI PADI,15.5,Jul
2016,29,DAUN SUP (TANAH TINGGI),7.74,Jul
2016,29,HALIA MUDA,5.05,Jul
2016,29,KACANG BENDI,3.2,Jul
2016,29,KACANG BUNCIS,4.78,Jul
2016,29,KACANG PANJANG HIJAU,2.84,Jul
2016,29,KAILAN,2.53,Jul
2016,29,KANGKUNG,1.39,Jul
2016,29,KUBIS BULAT (TANAH TINGGI),1.5,Jul
2016,29,LABU MANIS,1.26,Jul
2016,29,LADA BENGGALA / CAPSICUM HIJAU,6.42,Jul
2016,29,LIMAU KASTURI,4.47,Jul
2016,29,LIMAU NIPIS,4.41,Jul
2016,29,PERIA,1.91,Jul
2016,29,SALAD BULAT TANAH TINGGI,3.34,Jul
2016,29,SAWI HIJAU (TANAH RENDAH),1.92,Jul
2016,29,TERUNG BULAT,2.37,Jul
2016,29,TERUNG PANJANG / PEPARU (TANAH RENDAH),2.43,Jul
2016,29,TIMUN HIJAU,1.4,Jul
2016,29,TOMATO (TANAH TINGGI),1.77,Jul
2016,30,BAYAM,1.48,Jul
2016,30,CILI HIJAU,5.66,Jul
2016,30,CILI MERAH KULAI / KULAI HIBRID,6.62,Jul
2016,30,CILI MERAH MINYAK,5.81,Jul
2016,30,CILI PADI,14.59,Jul
2016,30,DAUN SUP (TANAH TINGGI),8.67,Jul
2016,30,HALIA MUDA,5.05,Jul
2016,30,KACANG BENDI,3.25,Jul
2016,30,KACANG BUNCIS,4.41,Jul
2016,30,KACANG PANJANG HIJAU,2.79,Jul
2016,30,KAILAN,2.33,Jul
2016,30,KANGKUNG,1.34,Jul
2016,30,KUBIS BULAT (TANAH TINGGI),1.36,Jul
2016,30,LABU MANIS,1.26,Jul
2016,30,LADA BENGGALA / CAPSICUM HIJAU,6.46,Jul
2016,30,LIMAU KASTURI,4.25,Jul
2016,30,LIMAU NIPIS,4.36,Jul
2016,30,PERIA,2.12,Jul
2016,30,SALAD BULAT TANAH TINGGI,3.32,Jul
2016,30,SAWI HIJAU (TANAH RENDAH),1.87,Jul
2016,30,TERUNG BULAT,2.32,Jul
2016,30,TERUNG PANJANG / PEPARU (TANAH RENDAH),2.33,Jul
2016,30,TIMUN HIJAU,1.41,Jul
2016,30,TOMATO (TANAH TINGGI),1.99,Jul
2016,31,BAYAM,1.69,Aug
2016,31,CILI HIJAU,5.95,Aug
2016,31,CILI MERAH KULAI / KULAI HIBRID,7.61,Aug
2016,31,CILI MERAH MINYAK,6.76,Aug
2016,31,CILI PADI,14.59,Aug
2016,31,DAUN SUP (TANAH TINGGI),8.5,Aug
2016,31,HALIA MUDA,5.08,Aug
2016,31,KACANG BENDI,3.36,Aug
2016,31,KACANG BUNCIS,4.43,Aug
2016,31,KACANG PANJANG HIJAU,2.66,Aug
2016,31,KAILAN,2.38,Aug
2016,31,KANGKUNG,1.43,Aug
2016,31,KUBIS BULAT (TANAH TINGGI),1.4,Aug
2016,31,LABU MANIS,1.24,Aug
2016,31,LADA BENGGALA / CAPSICUM HIJAU,6.35,Aug
2016,31,LIMAU KASTURI,4.25,Aug
2016,31,LIMAU NIPIS,4.36,Aug
2016,31,PERIA,2.14,Aug
2016,31,SALAD BULAT TANAH TINGGI,3.26,Aug
2016,31,SAWI HIJAU (TANAH RENDAH),1.87,Aug
2016,31,TERUNG BULAT,2.32,Aug
2016,31,TERUNG PANJANG / PEPARU (TANAH RENDAH),2.38,Aug
2016,31,TIMUN HIJAU,1.37,Aug
2016,31,TOMATO (TANAH TINGGI),2.13,Aug
2016,32,BAYAM,1.68,Aug
2016,32,CILI HIJAU,6.04,Aug
2016,32,CILI MERAH KULAI / KULAI HIBRID,7.28,Aug
2016,32,CILI MERAH MINYAK,7.7,Aug
2016,32,CILI PADI,14.59,Aug
2016,32,DAUN SUP (TANAH TINGGI),9.65,Aug
2016,32,HALIA MUDA,5.08,Aug
2016,32,KACANG BENDI,3.34,Aug
2016,32,KACANG BUNCIS,4.37,Aug
2016,32,KACANG PANJANG HIJAU,2.55,Aug
2016,32,KAILAN,2.52,Aug
2016,32,KANGKUNG,1.59,Aug
2016,32,KUBIS BULAT (TANAH TINGGI),1.33,Aug
2016,32,LABU MANIS,1.24,Aug
2016,32,LADA BENGGALA / CAPSICUM HIJAU,6.0,Aug
2016,32,LIMAU KASTURI,4.13,Aug
2016,32,LIMAU NIPIS,4.05,Aug
2016,32,PERIA,2.16,Aug
2016,32,SALAD BULAT TANAH TINGGI,3.17,Aug
2016,32,SAWI HIJAU (TANAH RENDAH),2.33,Aug
2016,32,TERUNG BULAT,2.32,Aug
2016,32,TERUNG PANJANG / PEPARU (TANAH RENDAH),2.67,Aug
2016,32,TIMUN HIJAU,1.25,Aug
2016,32,TOMATO (TANAH TINGGI),1.66,Aug
2016,33,BAYAM,1.65,Aug
2016,33,CILI HIJAU,6.09,Aug
2016,33,CILI MERAH KULAI / KULAI HIBRID,7.38,Aug
2016,33,CILI MERAH MINYAK,7.34,Aug
2016,33,CILI PADI,15.09,Aug
2016,33,DAUN SUP (TANAH TINGGI),8.82,Aug
2016,33,HALIA MUDA,4.7,Aug
2016,33,KACANG BENDI,2.92,Aug
2016,33,KACANG BUNCIS,4.4,Aug
2016,33,KACANG PANJANG HIJAU,2.44,Aug
2016,33,KAILAN,2.5,Aug
2016,33,KANGKUNG,1.48,Aug
2016,33,KUBIS BULAT (TANAH TINGGI),1.33,Aug
2016,33,LABU MANIS,1.26,Aug
2016,33,LADA BENGGALA / CAPSICUM HIJAU,5.95,Aug
2016,33,LIMAU KASTURI,4.0,Aug
2016,33,LIMAU NIPIS,3.91,Aug
2016,33,PERIA,2.12,Aug
2016,33,SALAD BULAT TANAH TINGGI,3.19,Aug
2016,33,SAWI HIJAU (TANAH RENDAH),2.14,Aug
2016,33,TERUNG BULAT,2.34,Aug
2016,33,TERUNG PANJANG / PEPARU (TANAH RENDAH),2.76,Aug
2016,33,TIMUN HIJAU,1.11,Aug
2016,33,TOMATO (TANAH TINGGI),1.8,Aug
2016,34,BAYAM,1.46,Aug
2016,34,CILI HIJAU,5.77,Aug
2016,34,CILI MERAH KULAI / KULAI HIBRID,7.43,Aug
2016,34,CILI MERAH MINYAK,6.53,Aug
2016,34,CILI PADI,16.22,Aug
2016,34,DAUN SUP (TANAH TINGGI),8.39,Aug
2016,34,HALIA MUDA,4.78,Aug
2016,34,KACANG BENDI,2.7,Aug
2016,34,KACANG BUNCIS,4.15,Aug
2016,34,KACANG PANJANG HIJAU,2.31,Aug
2016,34,KAILAN,2.62,Aug
2016,34,KANGKUNG,1.28,Aug
2016,34,KUBIS BULAT (TANAH TINGGI),1.26,Aug
2016,34,LABU MANIS,1.24,Aug
2016,34,LADA BENGGALA / CAPSICUM HIJAU,5.87,Aug
2016,34,LIMAU KASTURI,3.25,Aug
2016,34,LIMAU NIPIS,2.73,Aug
2016,34,PERIA,2.1,Aug
2016,34,SALAD BULAT TANAH TINGGI,3.52,Aug
2016,34,SAWI HIJAU (TANAH RENDAH),1.69,Aug
2016,34,TERUNG BULAT,2.34,Aug
2016,34,TERUNG PANJANG / PEPARU (TANAH RENDAH),2.32,Aug
2016,34,TIMUN HIJAU,1.01,Aug
2016,34,TOMATO (TANAH TINGGI),1.83,Aug
2016,35,BAYAM,1.57,Aug
2016,35,CILI HIJAU,6.23,Aug
2016,35,CILI MERAH KULAI / KULAI HIBRID,7.44,Aug
2016,35,CILI MERAH MINYAK,7.59,Aug
2016,35,CILI PADI,15.0,Aug
2016,35,DAUN SUP (TANAH TINGGI),8.4,Aug
2016,35,HALIA MUDA,4.78,Aug
2016,35,KACANG BENDI,2.76,Aug
2016,35,KACANG BUNCIS,4.18,Aug
2016,35,KACANG PANJANG HIJAU,2.56,Aug
2016,35,KAILAN,2.71,Aug
2016,35,KANGKUNG,1.31,Aug
2016,35,KUBIS BULAT (TANAH TINGGI),1.27,Aug
2016,35,LABU MANIS,1.25,Aug
2016,35,LADA BENGGALA / CAPSICUM HIJAU,6.15,Aug
2016,35,LIMAU KASTURI,3.25,Aug
2016,35,LIMAU NIPIS,2.73,Aug
2016,35,PERIA,2.01,Aug
2016,35,SALAD BULAT TANAH TINGGI,3.88,Aug
2016,35,SAWI HIJAU (TANAH RENDAH),1.79,Aug
2016,35,TERUNG BULAT,2.09,Aug
2016,35,TERUNG PANJANG / PEPARU (TANAH RENDAH),2.33,Aug
2016,35,TIMUN HIJAU,1.18,Aug
2016,35,TOMATO (TANAH TINGGI),1.87,Aug
2016,36,BAYAM,1.49,Sep
2016,36,CILI HIJAU,6.51,Sep
2016,36,CILI MERAH KULAI / KULAI HIBRID,7.6,Sep
2016,36,CILI MERAH MINYAK,7.48,Sep
2016,36,CILI PADI,15.9,Sep
2016,36,DAUN SUP (TANAH TINGGI),7.06,Sep
2016,36,HALIA MUDA,4.78,Sep
2016,36,KACANG BENDI,2.67,Sep
2016,36,KACANG BUNCIS,4.07,Sep
2016,36,KACANG PANJANG HIJAU,2.52,Sep
2016,36,KAILAN,2.56,Sep
2016,36,KANGKUNG,1.31,Sep
2016,36,KUBIS BULAT (TANAH TINGGI),1.24,Sep
2016,36,LABU MANIS,1.35,Sep
2016,36,LADA BENGGALA / CAPSICUM HIJAU,5.79,Sep
2016,36,LIMAU KASTURI,2.97,Sep
2016,36,LIMAU NIPIS,2.55,Sep
2016,36,PERIA,2.01,Sep
2016,36,SALAD BULAT TANAH TINGGI,3.48,Sep
2016,36,SAWI HIJAU (TANAH RENDAH),1.7,Sep
2016,36,TERUNG BULAT,2.16,Sep
2016,36,TERUNG PANJANG / PEPARU (TANAH RENDAH),2.31,Sep
2016,36,TIMUN HIJAU,1.3,Sep
2016,36,TOMATO (TANAH TINGGI),2.04,Sep
2016,37,BAYAM,1.51,Sep
2016,37,CILI HIJAU,6.37,Sep
2016,37,CILI MERAH KULAI / KULAI HIBRID,7.61,Sep
2016,37,CILI MERAH MINYAK,7.29,Sep
2016,37,CILI PADI,16.3,Sep
2016,37,DAUN SUP (TANAH TINGGI),6.29,Sep
2016,37,HALIA MUDA,4.81,Sep
2016,37,KACANG BENDI,2.8,Sep
2016,37,KACANG BUNCIS,4.13,Sep
2016,37,KACANG PANJANG HIJAU,2.44,Sep
2016,37,KAILAN,2.62,Sep
2016,37,KANGKUNG,1.42,Sep
2016,37,KUBIS BULAT (TANAH TINGGI),1.26,Sep
2016,37,LABU MANIS,1.27,Sep
2016,37,LADA BENGGALA / CAPSICUM HIJAU,5.87,Sep
2016,37,LIMAU KASTURI,3.22,Sep
2016,37,LIMAU NIPIS,2.68,Sep
2016,37,PERIA,2.0,Sep
2016,37,SALAD BULAT TANAH TINGGI,3.44,Sep
2016,37,SAWI HIJAU (TANAH RENDAH),1.61,Sep
2016,37,TERUNG BULAT,2.11,Sep
2016,37,TERUNG PANJANG / PEPARU (TANAH RENDAH),2.55,Sep
2016,37,TIMUN HIJAU,1.28,Sep
2016,37,TOMATO (TANAH TINGGI),1.99,Sep
2016,38,BAYAM,1.67,Sep
2016,38,CILI HIJAU,6.18,Sep
2016,38,CILI MERAH KULAI / KULAI HIBRID,6.26,Sep
2016,38,CILI MERAH MINYAK,7.56,Sep
2016,38,CILI PADI,15.36,Sep
2016,38,DAUN SUP (TANAH TINGGI),7.52,Sep
2016,38,HALIA MUDA,4.83,Sep
2016,38,KACANG BENDI,2.87,Sep
2016,38,KACANG BUNCIS,4.38,Sep
2016,38,KACANG PANJANG HIJAU,2.32,Sep
2016,38,KAILAN,2.78,Sep
2016,38,KANGKUNG,1.22,Sep
2016,38,KUBIS BULAT (TANAH TINGGI),1.36,Sep
2016,38,LABU MANIS,1.27,Sep
2016,38,LADA BENGGALA / CAPSICUM HIJAU,5.72,Sep
2016,38,LIMAU KASTURI,2.98,Sep
2016,38,LIMAU NIPIS,2.55,Sep
2016,38,PERIA,2.0,Sep
2016,38,SALAD BULAT TANAH TINGGI,3.53,Sep
2016,38,SAWI HIJAU (TANAH RENDAH),1.88,Sep
2016,38,TERUNG BULAT,2.09,Sep
2016,38,TERUNG PANJANG / PEPARU (TANAH RENDAH),2.35,Sep
2016,38,TIMUN HIJAU,1.0,Sep
2016,38,TOMATO (TANAH TINGGI),1.64,Sep
2016,39,BAYAM,1.41,Sep
2016,39,CILI HIJAU,5.7,Sep
2016,39,CILI MERAH KULAI / KULAI HIBRID,5.93,Sep
2016,39,CILI MERAH MINYAK,6.56,Sep
2016,39,CILI PADI,15.45,Sep
2016,39,DAUN SUP (TANAH TINGGI),7.04,Sep
2016,39,HALIA MUDA,4.83,Sep
2016,39,KACANG BENDI,2.57,Sep
2016,39,KACANG BUNCIS,4.45,Sep
2016,39,KACANG PANJANG HIJAU,2.13,Sep
2016,39,KAILAN,2.7,Sep
2016,39,KANGKUNG,1.27,Sep
2016,39,KUBIS BULAT (TANAH TINGGI),1.3,Sep
2016,39,LABU MANIS,1.27,Sep
2016,39,LADA BENGGALA / CAPSICUM HIJAU,5.78,Sep
2016,39,LIMAU KASTURI,2.89,Sep
2016,39,LIMAU NIPIS,2.41,Sep
2016,39,PERIA,2.0,Sep
2016,39,SALAD BULAT TANAH TINGGI,3.7,Sep
2016,39,SAWI HIJAU (TANAH RENDAH),1.6,Sep
2016,39,TERUNG BULAT,2.09,Sep
2016,39,TERUNG PANJANG / PEPARU (TANAH RENDAH),2.41,Sep
2016,39,TIMUN HIJAU,0.98,Sep
2016,39,TOMATO (TANAH TINGGI),1.74,Sep
2016,40,BAYAM,1.4,Oct
2016,40,CILI HIJAU,5.75,Oct
2016,40,CILI MERAH KULAI / KULAI HIBRID,6.27,Oct
2016,40,CILI MERAH MINYAK,6.39,Oct
2016,40,CILI PADI,15.36,Oct
2016,40,DAUN SUP (TANAH TINGGI),8.33,Oct
2016,40,HALIA MUDA,4.86,Oct
2016,40,KACANG BENDI,2.62,Oct
2016,40,KACANG BUNCIS,4.28,Oct
2016,40,KACANG PANJANG HIJAU,2.17,Oct
2016,40,KAILAN,2.64,Oct
2016,40,KANGKUNG,1.39,Oct
2016,40,KUBIS BULAT (TANAH TINGGI),1.29,Oct
2016,40,LABU MANIS,1.29,Oct
2016,40,LADA BENGGALA / CAPSICUM HIJAU,5.87,Oct
2016,40,LIMAU KASTURI,2.82,Oct
2016,40,LIMAU NIPIS,2.36,Oct
2016,40,PERIA,2.01,Oct
2016,40,SALAD BULAT TANAH TINGGI,3.6,Oct
2016,40,SAWI HIJAU (TANAH RENDAH),1.58,Oct
2016,40,TERUNG BULAT,2.09,Oct
2016,40,TERUNG PANJANG / PEPARU (TANAH RENDAH),2.42,Oct
2016,40,TIMUN HIJAU,0.98,Oct
2016,40,TOMATO (TANAH TINGGI),1.91,Oct
2016,41,BAYAM,1.44,Oct
2016,41,CILI HIJAU,5.77,Oct
2016,41,CILI MERAH KULAI / KULAI HIBRID,6.38,Oct
2016,41,CILI MERAH MINYAK,6.2,Oct
2016,41,CILI PADI,15.18,Oct
2016,41,DAUN SUP (TANAH TINGGI),7.59,Oct
2016,41,HALIA MUDA,4.83,Oct
2016,41,KACANG BENDI,2.62,Oct
2016,41,KACANG BUNCIS,3.88,Oct
2016,41,KACANG PANJANG HIJAU,2.16,Oct
2016,41,KAILAN,2.64,Oct
2016,41,KANGKUNG,1.39,Oct
2016,41,KUBIS BULAT (TANAH TINGGI),1.16,Oct
2016,41,LABU MANIS,1.26,Oct
2016,41,LADA BENGGALA / CAPSICUM HIJAU,5.87,Oct
2016,41,LIMAU KASTURI,2.52,Oct
2016,41,LIMAU NIPIS,2.32,Oct
2016,41,PERIA,1.99,Oct
2016,41,SALAD BULAT TANAH TINGGI,3.11,Oct
2016,41,SAWI HIJAU (TANAH RENDAH),1.66,Oct
2016,41,TERUNG BULAT,1.96,Oct
2016,41,TERUNG PANJANG / PEPARU (TANAH RENDAH),2.25,Oct
2016,41,TIMUN HIJAU,0.97,Oct
2016,41,TOMATO (TANAH TINGGI),1.66,Oct
2016,42,BAYAM,1.59,Oct
2016,42,CILI HIJAU,5.72,Oct
2016,42,CILI MERAH KULAI / KULAI HIBRID,6.22,Oct
2016,42,CILI MERAH MINYAK,7.06,Oct
2016,42,CILI PADI,15.09,Oct
2016,42,DAUN SUP (TANAH TINGGI),7.43,Oct
2016,42,HALIA MUDA,4.78,Oct
2016,42,KACANG BENDI,2.64,Oct
2016,42,KACANG BUNCIS,3.79,Oct
2016,42,KACANG PANJANG HIJAU,2.15,Oct
2016,42,KAILAN,2.61,Oct
2016,42,KANGKUNG,1.32,Oct
2016,42,KUBIS BULAT (TANAH TINGGI),1.14,Oct
2016,42,LABU MANIS,1.26,Oct
2016,42,LADA BENGGALA / CAPSICUM HIJAU,4.95,Oct
2016,42,LIMAU KASTURI,2.42,Oct
2016,42,LIMAU NIPIS,2.32,Oct
2016,42,PERIA,2.01,Oct
2016,42,SALAD BULAT TANAH TINGGI,3.7,Oct
2016,42,SAWI HIJAU (TANAH RENDAH),1.77,Oct
2016,42,TERUNG BULAT,1.93,Oct
2016,42,TERUNG PANJANG / PEPARU (TANAH RENDAH),2.27,Oct
2016,42,TIMUN HIJAU,0.99,Oct
2016,42,TOMATO (TANAH TINGGI),1.77,Oct
2016,43,BAYAM,1.39,Oct
2016,43,CILI HIJAU,5.61,Oct
2016,43,CILI MERAH KULAI / KULAI HIBRID,6.88,Oct
2016,43,CILI MERAH MINYAK,7.48,Oct
2016,43,CILI PADI,15.18,Oct
2016,43,DAUN SUP (TANAH TINGGI),7.27,Oct
2016,43,HALIA MUDA,4.78,Oct
2016,43,KACANG BENDI,2.76,Oct
2016,43,KACANG BUNCIS,3.85,Oct
2016,43,KACANG PANJANG HIJAU,2.15,Oct
2016,43,KAILAN,2.61,Oct
2016,43,KANGKUNG,1.22,Oct
2016,43,KUBIS BULAT (TANAH TINGGI),1.21,Oct
2016,43,LABU MANIS,1.26,Oct
2016,43,LADA BENGGALA / CAPSICUM HIJAU,5.86,Oct
2016,43,LIMAU KASTURI,2.39,Oct
2016,43,LIMAU NIPIS,2.32,Oct
2016,43,PERIA,1.93,Oct
